epoch,global_step,split,stage,learning_rate,loss,mse,l1,reconstruction,perceptual,adversarial,warp,temporal_excess,rebound,safety_total,psnr,discriminator,ste_singular_recall
1,2,train,lfrm,2e-06,0.2705046236515045,,0.24880561232566833,,,,,0.13260938180610538,0.08438080176711082,0.02169901831075549,12.677157878875732,,0.5000000149011612
1,2,val,lfrm,2e-06,0.39283713698387146,,0.3800939917564392,,,,,0.12741698324680328,1.4547611499438062e-05,0.012743153609335423,8.06244945526123,,0.3333333432674408
