epoch,global_step,split,stage,learning_rate,loss,mse,l1,reconstruction,perceptual,adversarial,warp,temporal_excess,rebound,safety_total,psnr,discriminator,ste_singular_recall
17,16320,val,gfrm,6.228637526125662e-05,0.014227811084128916,0.013363886869046836,,,,,,0.007128881967704123,0.0015103608227204765,0.0008639243036062302,19.402280569076538,,0.4388888840874036
18,17280,train,gfrm,5.846800000700909e-05,0.015769710949098226,0.01500427255644657,,,,,,0.00594169524290938,0.0017126886291883908,0.000765438400416348,19.1146723707517,,0.43739654453626525
18,17280,val,gfrm,5.846800000700909e-05,0.014457824795196453,0.013737397431395949,,,,,,0.005470903623305882,0.001733369293028512,0.0007204273089882918,19.365179999669394,,0.4388888840874036
19,18240,train,gfrm,5.4600242651592124e-05,0.015380067022973284,0.014643225503823487,,,,,,0.005909603715171426,0.0014588115767122966,0.0007368415428216054,19.224912999073663,,0.44103655363433064
19,18240,val,gfrm,5.4600242651592124e-05,0.013989919490025688,0.013144430083533129,,,,,,0.006920294663480793,0.0015345991474963701,0.0008454893892727947,19.46856582959493,,0.4388888840874036
20,19200,train,gfrm,5.070707382563521e-05,0.014557496042834827,0.013844754644136021,,,,,,0.0056326608828271675,0.001494753142368197,0.0007127414140138436,19.42571170926094,,0.44210148088944456
20,19200,val,gfrm,5.070707382563521e-05,0.01656388073073079,0.015449358573338639,,,,,,0.007628815213683993,0.003516407395727583,0.0011145222842363486,19.256344079971313,,0.4388888840874036
21,20160,train,gfrm,4.681262164869965e-05,0.013858684640581487,0.013180732724867994,,,,,,0.0055770054908485635,0.0012025135584343238,0.0006779519164203052,19.634606858094532,,0.43709986503236
21,20160,val,gfrm,4.681262164869965e-05,0.012855223841809978,0.011900869330080848,,,,,,0.007475484619499184,0.0020680599220488077,0.0009543544805637793,19.960675557454426,,0.4388888840874036
22,21120,train,gfrm,4.294102219398215e-05,0.013749005419231252,0.013039465427330773,,,,,,0.0054817995909110335,0.001613600200161631,0.0007095399910375555,19.761753705143928,,0.4362607823529591
22,21120,val,gfrm,4.294102219398215e-05,0.013857679542464514,0.013181489581863085,,,,,,0.006187833840764749,0.0005740658089929221,0.0006761899750320784,19.467599550882976,,0.4388888840874036
23,22080,train,gfrm,3.911626990372579e-05,0.013840611157259748,0.013180602016412498,,,,,,0.0051341614219628205,0.0014659299327503081,0.0006600091456801257,19.604738181829454,,0.4388484523398802
23,22080,val,gfrm,3.911626990372579e-05,0.013706582963156204,0.012578990822657943,,,,,,0.009061513313402733,0.002214407907332886,0.001127592133222303,19.685959752400716,,0.4388888840874036
24,23040,train,gfrm,3.53620688823958e-05,0.013536074050837973,0.012839501231307318,,,,,,0.005501724058681034,0.0014640040880946703,0.000696572826462368,19.738414221008618,,0.4395569127053022
24,23040,val,gfrm,3.53620688823958e-05,0.013002776226494461,0.012219387125999978,,,,,,0.006273898592917248,0.001559991659805604,0.000783389030766557,19.830489524205525,,0.4388888840874036
25,24000,train,gfrm,3.1701685989239514e-05,0.013265475755664132,0.012573856983847994,,,,,,0.005566159721867721,0.001350027963507468,0.0006916187813887032,19.887688007950782,,0.43963533849455416
25,24000,val,gfrm,3.1701685989239514e-05,0.01258467936810727,0.011871452505389849,,,,,,0.006063041798188351,0.0010692260766388035,0.0007132267943234183,19.931206210454306,,0.4388888840874036
26,24960,train,gfrm,2.8157806640696466e-05,0.012809397499101276,0.012080741891744158,,,,,,0.005864032090417482,0.0014225242449802326,0.0007286556456594854,19.953540604313215,,0.43816584485272564
26,24960,val,gfrm,2.8157806640696466e-05,0.014022743546714385,0.013200361374765634,,,,,,0.00719859193971691,0.0010252300490748213,0.0008223822156044965,19.360343329111735,,0.4388888840874036
27,25920,train,gfrm,2.4752394216330857e-05,0.012503257562154127,0.011848451634311157,,,,,,0.005256106128096387,0.001291953043074818,0.0006548059292830051,20.11680454313755,,0.4435069419754048
27,25920,val,gfrm,2.4752394216330857e-05,0.013514921977184713,0.012649517642178884,,,,,,0.007595344403913865,0.0010586985698499993,0.0008654043148756803,19.50696349143982,,0.4388888840874036
28,26880,train,gfrm,2.1506553939626147e-05,0.012718488838921379,0.01204132858038065,,,,,,0.005450680673150524,0.0013209217473196231,0.0006771602526431349,20.063672385613124,,0.4343778154036651
28,26880,val,gfrm,2.1506553939626147e-05,0.014683615773295362,0.013832674059085549,,,,,,0.007712536495334158,0.0007968803670096965,0.0008509416914118143,19.143471304575602,,0.4388888840874036
29,27840,train,gfrm,1.8440402077246856e-05,0.012354822010092904,0.011661984426973504,,,,,,0.005429483063346415,0.0014988928512964432,0.000692837603147763,20.210265210270883,,0.4450076257033894
29,27840,val,gfrm,1.8440402077246856e-05,0.01280868430621922,0.01200489776286607,,,,,,0.006861417559169543,0.0011764475167062472,0.0008037865218890754,19.901782735188803,,0.4388888840874036
30,28800,train,gfrm,1.5572941267412862e-05,0.013039243884971559,0.012393413545093305,,,,,,0.005402276388849714,0.0010560269166600645,0.0006458303428265329,20.016675969958307,,0.44191715949370214
30,28800,val,gfrm,1.5572941267412862e-05,0.012560670710323999,0.011680762225296348,,,,,,0.007079970651345017,0.0017191138277665126,0.0008799084579853418,20.06417686144511,,0.4388888840874036
31,29760,train,gfrm,1.292194275004459e-05,0.012089151454468568,0.011445391232943318,,,,,,0.005222516825227312,0.0012150852420188412,0.0006437602164131325,20.266796587904295,,0.4371265455769996
31,29760,val,gfrm,1.292194275004459e-05,0.012608266311387221,0.011718588586275776,,,,,,0.00755926232765584,0.0013375152039657224,0.0008896777756793502,19.959094444910686,,0.4388888840874036
32,30720,train,gfrm,1.0503836228564427e-05,0.011967117133220502,0.011312882736334965,,,,,,0.005061881340386283,0.001480462458471852,0.0006542343913606529,20.316727790236474,,0.438887646382985
32,30720,val,gfrm,1.0503836228564427e-05,0.013856619643047453,0.013039904340015103,,,,,,0.007251646629689882,0.0009155064453980029,0.0008167153301959236,19.440012343724568,,0.4388888840874036
33,31680,train,gfrm,8.333608045941395e-06,0.012253111834919157,0.011571883502134976,,,,,,0.005541516282846715,0.0012707669192077685,0.0006812283324507007,20.288756146033606,,0.44134409345375997
33,31680,val,gfrm,8.333608045941395e-06,0.01267868240053455,0.011805752517345051,,,,,,0.007272457571040529,0.0014568414514087636,0.0008729299318171494,19.946493911743165,,0.4388888840874036
34,32640,train,gfrm,6.424708306038567e-06,0.011943610599215997,0.011294214855176203,,,,,,0.005273753749205904,0.0012202035161630717,0.0006493957374445359,20.319281241297723,,0.44184380761968595
34,32640,val,gfrm,6.424708306038567e-06,0.01265436813312893,0.011819711897987872,,,,,,0.006935165942801784,0.001411396244536404,0.00083465622519725,19.97670644124349,,0.4388888840874036
35,33600,train,gfrm,4.788967515883449e-06,0.011557664646291717,0.010865605124854483,,,,,,0.005740745027744154,0.0011798499467583802,0.0006920595095522231,20.464513330658278,,0.4375440388917923
35,33600,val,gfrm,4.788967515883449e-06,0.01273523437169691,0.011917274682006488,,,,,,0.007083770888857544,0.0010958257942571474,0.0008179596798678783,19.914205233256023,,0.4388888840874036
36,34560,train,gfrm,3.4365232654754735e-06,0.011770868609528407,0.011122908654579078,,,,,,0.005449979976392901,0.0010296194749230287,0.0006479599562309109,20.39198956489563,,0.4388270705472678
36,34560,val,gfrm,3.4365232654754735e-06,0.012298942093426983,0.011382389219943435,,,,,,0.0074933839001460004,0.0016721445000384971,0.000916552853717197,20.157955423990884,,0.4388888840874036
37,35520,train,gfrm,2.3757573995361464e-06,0.011355407480490005,0.01072076914012238,,,,,,0.005123593406916409,0.0012227900810759188,0.0006346383604106146,20.503957990805308,,0.4356926005954544
37,35520,val,gfrm,2.3757573995361464e-06,0.012519142966872702,0.011674101658475896,,,,,,0.007137469952188742,0.0013129430450497636,0.0008450413167641576,20.019017044703165,,0.4388888840874036
38,36480,train,gfrm,1.6132440705833883e-06,0.011793102637845247,0.011132557985062401,,,,,,0.0055018943679139435,0.0011035522469195166,0.0006605446731223689,20.460491441686948,,0.4372161695811277
38,36480,val,gfrm,1.6132440705833883e-06,0.01296910559758544,0.012159338632288078,,,,,,0.0071181165597712,0.0009795531014953932,0.0008097669787578828,19.78425784111023,,0.4388888840874036
39,37440,train,gfrm,1.1537089952738642e-06,0.011428948018146912,0.010780133186926832,,,,,,0.005252624865556754,0.0012355232543729095,0.0006488148240137547,20.46818392276764,,0.4418777027943482
39,37440,val,gfrm,1.1537089952738642e-06,0.012358202711523821,0.01151961156865582,,,,,,0.007048628607299179,0.0013372833492578302,0.0008385912061688335,20.074455149968465,,0.4388888840874036
40,38400,train,gfrm,1.0000001665242195e-06,0.01131001360239073,0.010669305066403467,,,,,,0.005292806459942767,0.0011142789153781537,0.00064070855009201,20.538749969005586,,0.4438807307587316
40,38400,val,gfrm,1.0000001665242195e-06,0.012648057355545462,0.011798217908168833,,,,,,0.007261765826842748,0.0012366285703459803,0.0008498394511358735,19.932045237223306,,0.4388888840874036
